Path,Label,SampleID,Location,DateCollected,DateReceived,Latitude,Longitude,TissueType,Comments,SpeciesID,CommonName,Lyoph?,Original DNA Plate,Original Plate Well,[Mini] ng/ul,DNA PLATE,DNA PLATE POSITION,[DNA] ng/ul,DNA Yield (ug) (100ul vol),Counts,SubCounts,Stat1,Stat2,Mapped,Index
/home/djprince/active_projects/spineflower/1004_alignments/LG40_sorted_proper_rmdup.bam,LG40,6-4,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,A08,NA,Spineflower 2,F02,20.9,2.1,301601,59724,986763,952080,301601,77
/home/djprince/active_projects/spineflower/1004_alignments/LG42_sorted_proper_rmdup.bam,LG42,6-6,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,C08,NA,Spineflower 2,H02,14,1.4,298098,60345,1172062,1129769,298098,78
/home/djprince/active_projects/spineflower/1004_alignments/LG43_sorted_proper_rmdup.bam,LG43,6-7,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,D08,NA,Spineflower 2,A03,13.2,1.3,268737,60063,880364,850787,268737,79
/home/djprince/active_projects/spineflower/1004_alignments/LG44_sorted_proper_rmdup.bam,LG44,6-8,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,E08,NA,Spineflower 2,B03,21,2.1,651373,59832,2340160,2265063,651373,80
/home/djprince/active_projects/spineflower/1004_alignments/LG45_sorted_proper_rmdup.bam,LG45,6-9,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,F08,NA,Spineflower 2,C03,21.9,2.2,641745,59638,2874192,2796723,641745,81
/home/djprince/active_projects/spineflower/1004_alignments/LG46_sorted_proper_rmdup.bam,LG46,6-10,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,G08,NA,Spineflower 2,D03,31.6,3.2,592938,60209,2183854,2116078,592938,82
/home/djprince/active_projects/spineflower/1004_alignments/LG48_sorted_proper_rmdup.bam,LG48,6-12,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,A09,NA,Spineflower 2,F03,18.9,1.9,622661,60024,2879609,2810938,622661,83
/home/djprince/active_projects/spineflower/1004_alignments/LG49_sorted_proper_rmdup.bam,LG49,6-13,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,B09,NA,Spineflower 2,G03,21.7,2.2,682070,60079,2294863,2157213,682070,84
/home/djprince/active_projects/spineflower/1004_alignments/LG50_sorted_proper_rmdup.bam,LG50,6-14,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,C09,NA,Spineflower 2,H03,20.7,2.1,153127,60029,368235,355548,153127,85
/home/djprince/active_projects/spineflower/1004_alignments/LG52_sorted_proper_rmdup.bam,LG52,6-16,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,E09,NA,Spineflower 2,B04,19.9,2,429705,60705,1393533,1343624,429705,86
/home/djprince/active_projects/spineflower/1004_alignments/LG53_sorted_proper_rmdup.bam,LG53,6-17,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,F09,NA,Spineflower 2,C04,24.9,2.5,289100,60811,1217113,1183927,289100,87
/home/djprince/active_projects/spineflower/1004_alignments/LG55_sorted_proper_rmdup.bam,LG55,6-19,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,H09,NA,Spineflower 2,E04,19.5,2,493800,60049,1695524,1645489,493800,88
/home/djprince/active_projects/spineflower/1004_alignments/LG56_sorted_proper_rmdup.bam,LG56,6-20,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,A10,NA,Spineflower 2,F04,27.5,2.7,501679,60459,1977925,1928686,501679,89
/home/djprince/active_projects/spineflower/1004_alignments/LG57_sorted_proper_rmdup.bam,LG57,6-21,"Upper Las Virgenes Canyon OSP, Pop 6",5/21/14,5/23/14,NA,NA,Leaves,NA,NA,San Fernando Valley Spineflower,NA,579,B10,NA,Spineflower 2,G04,21.7,2.2,535715,59972,2321257,2257857,535715,90
/home/djprince/active_projects/spineflower/1004_alignments/MA68_sorted_proper_rmdup.bam,MA68,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,H04,NA,Spineflower 2,D07,30.6,3.1,541106,60066,1866845,1825732,541106,96
/home/djprince/active_projects/spineflower/1004_alignments/MA71_sorted_proper_rmdup.bam,MA71,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,C05,NA,Spineflower 2,G07,28.7,2.9,609779,59720,3086077,2558390,609779,97
/home/djprince/active_projects/spineflower/1004_alignments/MA72_sorted_proper_rmdup.bam,MA72,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,D05,NA,Spineflower 2,H07,27.5,2.7,745988,60144,2436853,2376921,745988,98
/home/djprince/active_projects/spineflower/1004_alignments/MA73_sorted_proper_rmdup.bam,MA73,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,E05,NA,Spineflower 2,A08,49.3,4.9,771421,60431,3432819,3353259,771421,99
/home/djprince/active_projects/spineflower/1004_alignments/MA77_sorted_proper_rmdup.bam,MA77,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,A06,NA,Spineflower 2,E08,28.4,2.8,775308,59991,2947515,2872716,775308,100
/home/djprince/active_projects/spineflower/1004_alignments/MA78_sorted_proper_rmdup.bam,MA78,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,B06,NA,Spineflower 2,F08,39.3,3.9,773774,60027,3437140,3351836,773774,101
/home/djprince/active_projects/spineflower/1004_alignments/MA81_sorted_proper_rmdup.bam,MA81,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,E06,NA,Spineflower 2,A09,28.1,2.8,671291,60173,2414303,2357727,671291,102
/home/djprince/active_projects/spineflower/1004_alignments/MA82_sorted_proper_rmdup.bam,MA82,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,F06,NA,Spineflower 2,B09,34.8,3.5,368536,59699,1224525,1175484,368536,103
/home/djprince/active_projects/spineflower/1004_alignments/MA83_sorted_proper_rmdup.bam,MA83,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,G06,NA,Spineflower 2,C09,28.7,2.9,490149,59424,1920325,1859848,490149,104
/home/djprince/active_projects/spineflower/1004_alignments/MA84_sorted_proper_rmdup.bam,MA84,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,H06,NA,Spineflower 2,D09,22,2.2,721425,59578,3092352,2991644,721425,105
/home/djprince/active_projects/spineflower/1004_alignments/MA85_sorted_proper_rmdup.bam,MA85,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,A07,NA,Spineflower 2,E09,31.6,3.2,803015,59892,3690010,3600998,803015,106
/home/djprince/active_projects/spineflower/1004_alignments/MA86_sorted_proper_rmdup.bam,MA86,F5,"Newhall, Airport Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,B07,NA,Spineflower 2,F09,32.9,3.3,670689,59583,2872500,2818550,670689,107
/home/djprince/active_projects/spineflower/1004_alignments/MA88_sorted_proper_rmdup.bam,MA88,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,D07,NA,Spineflower 2,H09,40.5,4,738473,60014,2949839,2855054,738473,108
/home/djprince/active_projects/spineflower/1004_alignments/MA91_sorted_proper_rmdup.bam,MA91,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,G07,NA,Spineflower 2,C10,37.3,3.7,695356,60604,2489042,2408962,695356,109
/home/djprince/active_projects/spineflower/1004_alignments/MA96_sorted_proper_rmdup.bam,MA96,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,D08,NA,Spineflower 2,H10,43.5,4.3,796017,59599,3928303,3615224,796017,110
/home/djprince/active_projects/spineflower/1004_alignments/MA97_sorted_proper_rmdup.bam,MA97,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,E08,NA,Spineflower 2,A11,43.8,4.4,663439,60297,2660988,2588875,663439,111
/home/djprince/active_projects/spineflower/1004_alignments/MA98_sorted_proper_rmdup.bam,MA98,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,G08,NA,Spineflower 2,B11,56.6,5.7,236587,60236,1068851,1025614,236587,112
/home/djprince/active_projects/spineflower/1004_alignments/MA99_sorted_proper_rmdup.bam,MA99,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,F08,NA,Spineflower 2,C11,39.5,3.9,417415,59521,1813382,1778006,417415,113
/home/djprince/active_projects/spineflower/1004_alignments/MB01_sorted_proper_rmdup.bam,MB01,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,H08,NA,Spineflower 2,D11,36.7,3.7,454757,60690,2011698,1967900,454757,114
/home/djprince/active_projects/spineflower/1004_alignments/MB02_sorted_proper_rmdup.bam,MB02,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,A09,NA,Spineflower 2,E11,52.6,5.3,818961,59698,3770099,3590300,818961,115
/home/djprince/active_projects/spineflower/1004_alignments/MB03_sorted_proper_rmdup.bam,MB03,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,B09,NA,Spineflower 2,F11,24.7,2.5,718072,60552,3136952,3053982,718072,116
/home/djprince/active_projects/spineflower/1004_alignments/MB05_sorted_proper_rmdup.bam,MB05,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,D09,NA,Spineflower 2,H11,40.2,4,709309,59561,3017628,2946998,709309,117
/home/djprince/active_projects/spineflower/1004_alignments/MB06_sorted_proper_rmdup.bam,MB06,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,E09,NA,Spineflower 2,A12,40.1,4,673533,60295,3611954,3544099,673533,118
/home/djprince/active_projects/spineflower/1004_alignments/MB08_sorted_proper_rmdup.bam,MB08,F13,"Newhall, Grapevile Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,G09,NA,Spineflower 2,C12,58.4,5.8,771588,59965,3785397,3704010,771588,119
/home/djprince/active_projects/spineflower/1004_alignments/MB09_sorted_proper_rmdup.bam,MB09,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,H09,NA,Spineflower 2,D12,23,2.3,658034,59651,2791350,2734937,658034,120
/home/djprince/active_projects/spineflower/1004_alignments/MB10_sorted_proper_rmdup.bam,MB10,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,A10,NA,Spineflower 2,E12,25.4,2.5,328503,59825,1375266,1325423,328503,121
/home/djprince/active_projects/spineflower/1004_alignments/MB12_sorted_proper_rmdup.bam,MB12,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,C10,NA,Spineflower 2,G12,26.2,2.6,646269,60177,3303071,3212390,646269,122
/home/djprince/active_projects/spineflower/1004_alignments/MB13_sorted_proper_rmdup.bam,MB13,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,D10,NA,Spineflower 2,H12,30.2,3,690450,59899,2455020,2395662,690450,123
/home/djprince/active_projects/spineflower/1004_alignments/MB14_sorted_proper_rmdup.bam,MB14,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,E10,NA,Spineflower 3,A01,41.1,4.1,718264,59897,3212665,3143440,718264,124
/home/djprince/active_projects/spineflower/1004_alignments/MB15_sorted_proper_rmdup.bam,MB15,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,F10,NA,Spineflower 3,B01,28.8,2.9,770768,60230,3746570,3661385,770768,125
/home/djprince/active_projects/spineflower/1004_alignments/MB16_sorted_proper_rmdup.bam,MB16,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,G10,NA,Spineflower 3,C01,38.6,3.9,646483,59782,2687892,2616862,646483,126
/home/djprince/active_projects/spineflower/1004_alignments/MB18_sorted_proper_rmdup.bam,MB18,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,A11,NA,Spineflower 3,E01,28.9,2.9,669930,59515,2730417,2672737,669930,127
/home/djprince/active_projects/spineflower/1004_alignments/MB19_sorted_proper_rmdup.bam,MB19,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,B11,NA,Spineflower 3,F01,27.3,2.7,79208,59774,162441,159182,79208,128
/home/djprince/active_projects/spineflower/1004_alignments/MB23_sorted_proper_rmdup.bam,MB23,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,F11,NA,Spineflower 3,B02,33.5,3.4,223274,59906,675497,657223,223274,129
/home/djprince/active_projects/spineflower/1004_alignments/MB25_sorted_proper_rmdup.bam,MB25,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,H11,NA,Spineflower 3,D02,28.3,2.8,621548,59766,2306420,2247865,621548,130
/home/djprince/active_projects/spineflower/1004_alignments/MB28_sorted_proper_rmdup.bam,MB28,F14,"Newhall, Long Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,C12,NA,Spineflower 3,G02,26.5,2.6,670283,59421,3391611,3333930,670283,131
/home/djprince/active_projects/spineflower/1004_alignments/MB29_sorted_proper_rmdup.bam,MB29,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,D12,NA,Spineflower 3,H02,30.4,3,775776,59312,3891957,3798602,775776,132
/home/djprince/active_projects/spineflower/1004_alignments/MB30_sorted_proper_rmdup.bam,MB30,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,E12,NA,Spineflower 3,A03,26,2.6,670619,60033,2881132,2820951,670619,133
/home/djprince/active_projects/spineflower/1004_alignments/MB31_sorted_proper_rmdup.bam,MB31,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,603,F12,NA,Spineflower 3,B03,23.3,2.3,753233,59229,4068032,3907264,753233,134
/home/djprince/active_projects/spineflower/1004_alignments/MB34_sorted_proper_rmdup.bam,MB34,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,A01,NA,Spineflower 3,E03,29.9,3,659401,60024,3506237,3438581,659401,135
/home/djprince/active_projects/spineflower/1004_alignments/MB35_sorted_proper_rmdup.bam,MB35,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,B01,NA,Spineflower 3,F03,31.2,3.1,606612,59731,2514071,2453285,606612,136
/home/djprince/active_projects/spineflower/1004_alignments/MB36_sorted_proper_rmdup.bam,MB36,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,C01,NA,Spineflower 3,G03,20.9,2.1,388364,59937,1603439,1569711,388364,137
/home/djprince/active_projects/spineflower/1004_alignments/MB38_sorted_proper_rmdup.bam,MB38,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,E01,NA,Spineflower 3,A04,24.5,2.5,327006,60426,989553,966457,327006,138
/home/djprince/active_projects/spineflower/1004_alignments/MB39_sorted_proper_rmdup.bam,MB39,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F01,NA,Spineflower 3,B04,22,2.2,418720,60243,1520094,1484933,418720,139
/home/djprince/active_projects/spineflower/1004_alignments/MB40_sorted_proper_rmdup.bam,MB40,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,G01,NA,Spineflower 3,C04,31.3,3.1,730431,59538,3521674,3445135,730431,140
/home/djprince/active_projects/spineflower/1004_alignments/MB42_sorted_proper_rmdup.bam,MB42,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,A02,NA,Spineflower 3,E04,24.6,2.5,768478,60081,4015205,3902245,768478,141
/home/djprince/active_projects/spineflower/1004_alignments/MB45_sorted_proper_rmdup.bam,MB45,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,D02,NA,Spineflower 3,H04,33.6,3.4,660767,60021,3020383,2926636,660767,142
/home/djprince/active_projects/spineflower/1004_alignments/MB47_sorted_proper_rmdup.bam,MB47,F18,"Newhall, Protrero Mesa",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F02,NA,Spineflower 3,B05,23.3,2.3,727990,59767,3462071,3369824,727990,143
/home/djprince/active_projects/spineflower/1004_alignments/MB49_sorted_proper_rmdup.bam,MB49,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,H02,NA,Spineflower 3,D05,33.7,3.4,570533,60535,2257831,2210804,570533,144
/home/djprince/active_projects/spineflower/1004_alignments/MB52_sorted_proper_rmdup.bam,MB52,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,C03,NA,Spineflower 3,G05,28.6,2.9,565603,60430,2459695,2418833,565603,145
/home/djprince/active_projects/spineflower/1004_alignments/MB53_sorted_proper_rmdup.bam,MB53,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,D03,NA,Spineflower 3,H05,19.8,2,348363,59349,1411609,1387662,348363,146
/home/djprince/active_projects/spineflower/1004_alignments/MB54_sorted_proper_rmdup.bam,MB54,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,E03,NA,Spineflower 3,A06,38.5,3.9,523068,60285,2492995,2452672,523068,147
/home/djprince/active_projects/spineflower/1004_alignments/MB55_sorted_proper_rmdup.bam,MB55,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F03,NA,Spineflower 3,B06,24.3,2.4,662136,59981,2442461,2385789,662136,148
/home/djprince/active_projects/spineflower/1004_alignments/MB56_sorted_proper_rmdup.bam,MB56,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,G03,NA,Spineflower 3,C06,28,2.8,741379,60505,3464936,3389173,741379,149
/home/djprince/active_projects/spineflower/1004_alignments/MB58_sorted_proper_rmdup.bam,MB58,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,A04,NA,Spineflower 3,E06,39.1,3.9,737367,59807,3572189,3497837,737367,150
/home/djprince/active_projects/spineflower/1004_alignments/MB59_sorted_proper_rmdup.bam,MB59,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,B04,NA,Spineflower 3,F06,31.2,3.1,655567,60025,2484370,2413194,655567,151
/home/djprince/active_projects/spineflower/1004_alignments/MB60_sorted_proper_rmdup.bam,MB60,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,C04,NA,Spineflower 3,G06,22.6,2.3,638429,60443,2774912,2722313,638429,152
/home/djprince/active_projects/spineflower/1004_alignments/MB63_sorted_proper_rmdup.bam,MB63,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F04,NA,Spineflower 3,B07,39.3,3.9,360303,59401,1207008,1184037,360303,153
/home/djprince/active_projects/spineflower/1004_alignments/MB65_sorted_proper_rmdup.bam,MB65,F20,"Newhall, San Martinez Grande",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,H04,NA,Spineflower 3,D07,39.3,3.9,252663,59991,846565,830140,252663,154
/home/djprince/active_projects/spineflower/1004_alignments/MB70_sorted_proper_rmdup.bam,MB70,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,E05,NA,Spineflower 3,A08,25.7,2.6,523387,60344,2154453,2103404,523387,155
/home/djprince/active_projects/spineflower/1004_alignments/MB71_sorted_proper_rmdup.bam,MB71,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F05,NA,Spineflower 3,B08,27.5,2.8,621817,59843,2615626,2565363,621817,156
/home/djprince/active_projects/spineflower/1004_alignments/MB75_sorted_proper_rmdup.bam,MB75,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,B06,NA,Spineflower 3,F08,30.8,3.1,680287,59833,2598559,2541716,680287,157
/home/djprince/active_projects/spineflower/1004_alignments/MB76_sorted_proper_rmdup.bam,MB76,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,C06,NA,Spineflower 3,G08,34.2,3.4,712354,59467,2507295,2451835,712354,158
/home/djprince/active_projects/spineflower/1004_alignments/MB79_sorted_proper_rmdup.bam,MB79,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F06,NA,Spineflower 3,B09,45.8,4.6,695381,59714,3947893,3870197,695381,159
/home/djprince/active_projects/spineflower/1004_alignments/MB80_sorted_proper_rmdup.bam,MB80,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,G06,NA,Spineflower 3,C09,40.4,4,546322,60017,2267586,2221822,546322,160
/home/djprince/active_projects/spineflower/1004_alignments/MB81_sorted_proper_rmdup.bam,MB81,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,H06,NA,Spineflower 3,D09,33.9,3.4,720409,59727,2783633,2715118,720409,161
/home/djprince/active_projects/spineflower/1004_alignments/MB82_sorted_proper_rmdup.bam,MB82,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,A07,NA,Spineflower 3,E09,26.1,2.6,233742,59890,852024,817521,233742,162
/home/djprince/active_projects/spineflower/1004_alignments/MB83_sorted_proper_rmdup.bam,MB83,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,B07,NA,Spineflower 3,F09,33.7,3.4,607559,59562,2343609,2278247,607559,163
/home/djprince/active_projects/spineflower/1004_alignments/MB84_sorted_proper_rmdup.bam,MB84,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,C07,NA,Spineflower 3,G09,25.8,2.6,606404,59786,2358844,2286178,606404,164
/home/djprince/active_projects/spineflower/1004_alignments/MB85_sorted_proper_rmdup.bam,MB85,F9,"Newhall, Valencia CC",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,D07,NA,Spineflower 3,H09,24.6,2.5,691785,60376,2308891,2238690,691785,165
/home/djprince/active_projects/spineflower/1004_alignments/MB93_sorted_proper_rmdup.bam,MB93,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,D08,NA,Spineflower 3,H10,23,2.3,560986,60367,1854938,1813100,560986,166
/home/djprince/active_projects/spineflower/1004_alignments/MB94_sorted_proper_rmdup.bam,MB94,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,E08,NA,Spineflower 3,A11,19.2,1.9,695708,60917,2571612,2513843,695708,167
/home/djprince/active_projects/spineflower/1004_alignments/MB95_sorted_proper_rmdup.bam,MB95,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F08,NA,Spineflower 3,B11,27.5,2.7,526829,59836,1725967,1690296,526829,168
/home/djprince/active_projects/spineflower/1004_alignments/MB96_sorted_proper_rmdup.bam,MB96,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,G08,NA,Spineflower 3,C11,37.9,3.8,604905,60483,1898332,1855903,604905,169
/home/djprince/active_projects/spineflower/1004_alignments/MB97_sorted_proper_rmdup.bam,MB97,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,H08,NA,Spineflower 3,D11,18.7,1.9,720277,59801,2921051,2856245,720277,170
/home/djprince/active_projects/spineflower/1004_alignments/MB98_sorted_proper_rmdup.bam,MB98,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,A09,NA,Spineflower 3,E11,22.9,2.3,292057,59963,954186,928496,292057,171
/home/djprince/active_projects/spineflower/1004_alignments/MC05_sorted_proper_rmdup.bam,MC05,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,G09,NA,Spineflower 3,C12,28.1,2.8,571540,60090,1857858,1814491,571540,172
